,Counts,Bins
0,0.938,4.687558190616158e-10
1,0.007,0.006236955699329125
2,0.008,0.01247391092990243
3,0.003,0.018710866160475736
4,0.006,0.024947821391049042
5,0.007,0.031184776621622348
6,0.006,0.037421731852195654
7,0.002,0.04365868708276896
8,0.008,0.049895642313342266
9,0.015,0.05613259754391557
10,0.0,0.06236955277448888
