,Counts,Bins
0,0.929,7.237346396071921e-07
1,0.016,0.0069831941720556335
2,0.006,0.01396566460947166
3,0.008,0.020948135046887688
4,0.001,0.027930605484303712
5,0.006,0.03491307592171974
6,0.005,0.04189554635913577
7,0.009,0.04887801679655179
8,0.017,0.05586048723396782
9,0.003,0.06284295767138384
10,0.0,0.06982542810879987
