,x_14,y_14,x_15,y_15,x_16,y_16
0,-2.414212268573471,0.003099091287011406,-2.414212268573471,0.0010669492420738813,-2.414212268573471,0.0010689042468577802
1,-2.4142067038084205,0.00026885208073431505,-2.4142067038084205,0.00035751515474828735,-2.4142067038084205,0.0005481104364883499
2,-2.414164939212642,0.0001797097157303655,-2.414164939212642,0.00022347672093703103,-2.414164939212642,0.0003300783036023075
3,-2.4141188631506965,0.00013108823331495475,-2.4141188631506965,0.00015588220871217716,-2.4141188631506965,0.00021990009127487886
4,-2.4139670611295863,0.00012364956624104313,-2.4139670611295863,0.00014172392820967203,-2.4139670611295863,0.00021288683051441838
5,-2.413949592403203,0.00014113187827891383,-2.413949592403203,0.00015526656763866696,-2.413949592403203,0.00021204324887500264
6,-2.4135948894941537,0.00023670474800599123,-2.4135948894941537,0.00026860009468387974,-2.4135948894941537,0.00037142320260013075
7,-2.4135065232154016,0.00013566985553517305,-2.4135065232154016,0.0001594069176442601,-2.4135065232154016,0.00022519559673435846
8,-2.4133286764289896,0.00014059912176031894,-2.4133286764289896,0.0001584264613444415,-2.4133286764289896,0.00022094215417069884
9,-2.4133226769161396,0.00020164053506752788,-2.4133226769161396,0.0006439857665261971,-2.4133226769161396,0.003139640484289165
10,-2.4128589460386034,0.0001375379745640406,-2.4128589460386034,0.0001804067083906184,-2.4128589460386034,0.0002734697488803889
11,-2.412578845820445,0.00015727700937854717,-2.412578845820445,0.00020750751381510407,-2.412578845820445,0.00031547816977219007
12,-2.4125541768382317,0.00030281303402846297,-2.4125541768382317,0.0002584968631810809,-2.4125541768382317,0.0002940891469517814
13,-2.4124510927789666,0.00010546526031053216,-2.4124510927789666,0.0007323216396260758,-2.4124510927789666,0.003387419347178753
14,-2.412296114251207,0.0001173566727620465,-2.412296114251207,0.00016808547872097597,-2.412296114251207,0.0002969701861027609
15,-2.4116437274458877,0.00045534268186481805,-2.4116437274458877,0.0020207192583131368,-2.4116437274458877,0.0005138871754409755
16,-2.411602580998915,0.0001735489646413596,-2.411602580998915,0.0002667770286121429,-2.411602580998915,0.0005445585368305407
