,X,Y,Z
0,0.0009286755312613666,0.001707851607789942,0.004780229388982113
1,0.002811935241414876,0.0002294874195193804,0.0010314800799410178
2,0.000997094128345588,0.05815805848878022,0.0006947707453656437
3,0.000283550661015253,0.00036494169865368517,0.0005401867144287718
4,0.00042884175662656946,0.003687686248625526,0.00018402192772365124
5,8.842402212693502e-05,0.0001818093888028623,0.0008055581311708155
6,0.0006029288549390204,0.0005152120355033605,0.00027608566039452994
7,0.00039111172335713095,0.0007614459321110702,0.0010686347750563238
8,0.001763045079442776,0.0005243320163490117,0.00042944319900167056
9,0.0002724705209283288,0.00035727432810439444,0.0005434144322872255
10,0.000318480269522301,0.0003539126906730236,0.00043469736159327036
11,1.1440649172221869e-05,0.0006194290050748895,6.783190016781843e-05
12,0.00023570528678977745,0.00023951028242662835,0.00026063333593891007
13,3.7469711989453265e-05,0.0001204095043139223,0.0003770296281210259
14,0.00196081553496564,0.00022370819264568695,0.00023039487544161964
15,0.0004439475699040969,0.0005919328127700218,0.0009972262933556557
16,0.0002697002124860277,0.0002658461226704282,0.0002882019744860798
17,0.0010152298563887707,0.008046520254676936,0.03634973260727841
18,0.00034351958677264716,0.0003434554508104157,0.00046280993429604093
19,0.01864186526149523,0.02505272433627584,0.008713249625429739
20,0.05142462330495956,0.006090088654760031,0.0009086929003005103
21,0.000348030345161134,0.0010830489853560173,0.00048395215121935226
22,3.292621267553053e-05,4.239026129233643e-05,6.228183522246565e-05
23,0.013281099823150762,0.002027805481315742,0.0007584102034893725
24,0.00011073110024490028,0.00022126487944365726,0.003299889784030726
25,0.00028747608973653146,0.0004519354804205386,0.0017627365521124504
26,0.0006266650835895798,0.00037471820414217236,0.0005656155299189892
27,0.0005505320716218677,0.004628750231816655,0.00043976368754325965
28,1.936225384459625e-05,8.279038676420944e-05,1.301781184325453e-06
29,0.0003197998244823218,0.0004195195120832826,0.0010117712286403279
30,0.00041595376570617196,0.0003321887441238439,0.00030702633546099883
31,0.00012632871882900718,0.00013330098247122548,0.00015465200649545258
32,0.000506059977424426,0.0005912125216595977,0.0008777548818164962
33,0.00012693061844948773,0.00034785029416699905,0.0019511749557463711
34,0.0002479772429195161,0.000381601498610197,5.9092028370040654e-05
35,0.0002690496402386885,0.0012939915898918938,0.00019782778286594113
36,0.0001447091785892657,0.00019682121906791988,0.0003126347511460173
37,2.3811956031754718e-05,4.2051001269754966e-05,0.00010126829060164453
38,0.0011658096426326442,0.002526396376136949,0.00042086947226912733
39,0.0001699326009390667,0.0003615674043037512,0.0015647231308893073
40,0.01651093584590279,0.0023997318218731004,0.000977192884695776
41,0.00011494051773497431,0.0002987679279857228,0.0009297791334727192
42,5.1328979904680626e-05,4.275435825473698e-05,3.980230175434483e-05
43,0.002285913939633458,0.0008718437162347837,0.0004480458036709985
44,0.0001401439334899383,0.0046036404450091,0.0009950680857701076
45,0.00030437167646822183,0.0003672399824519296,0.0004906958793276265
46,0.004297127548314522,0.0009935577371952206,0.0005324176810965161
47,0.005572443060841165,0.0008003964023504186,0.00025659379902928637
48,0.0002533144006568954,0.0003293084169499198,0.0004974263490259424
49,0.00035559087467909253,0.0003674736272138061,0.004585519744681024
50,0.002673237965566019,0.00018645640311469914,0.00019321548194173622
51,2.8680691188748973e-05,2.7611616625056825e-05,3.001084452938981e-05
52,0.0005863671316335208,0.00041725697743354075,0.0003766161897302241
53,2.6670390799937225e-05,2.3746491818739383e-05,2.6645515535447367e-05
54,0.0002726170519694719,0.00027439471711373733,0.004061782991678471
55,0.0006424613783455256,0.00106264009849244,0.002405127200098695
56,0.00028544871248068024,0.00029596534591735084,0.0003360340041269124
57,0.000917703732210763,0.004130718187980826,0.0009310898921661985
58,0.00013820130022061582,0.00014696051622250226,0.002593061606820306
59,0.0002111371015495253,0.004117947632556428,0.0004136240697546613
60,0.0008085021252487812,0.0017075319670243486,0.00045073100181263886
61,2.6381260287311937e-05,0.0009997503869992128,0.00013239559060917406
62,0.00026762619026184483,0.06054662485876296,1.0095416975669314e-05
63,0.02662908543802532,0.015779241768179825,0.006329314828906878
64,6.321021705276092e-05,0.00010067481562594042,0.00022348198540575676
65,0.0005631709495515564,0.0008164255608936807,0.0015389167139338439
66,0.00016305633560037962,0.00018828720444027204,0.00024039286589138743
67,0.0011386747258671924,0.000648473009425804,0.0004655682402596454
68,1.855024704059234e-05,4.208584469639799e-05,0.00010649310527340955
69,0.0003759433638295592,0.0019502066184128581,0.0006225150794432087
70,8.580302028519027e-05,8.724561765495154e-05,9.345097177454208e-05
71,0.0004135228366518308,0.0004311164407554447,0.0005162765539263698
72,0.002709704596010869,0.057607734296842524,0.0007097954841657205
73,0.0003525648456265834,0.00035892199863435647,0.00040636864258308727
74,0.001022943608455845,0.005557391195489278,0.00212045352240536
75,0.00010536140451560627,0.0001582315766230285,0.00032287652276488665
76,0.0004569381734952944,0.0005232746530841113,0.0006796620694798589
77,7.230357921268887e-05,8.871873132992502e-05,0.00012590091176041258
78,0.00012842239956973415,0.0004235718625656874,0.0002060776580851686
79,0.00017257906722695948,0.0002003093481377262,0.0002585084531608364
80,0.0002803843743610872,0.00034262373076618396,0.00048600419045212787
81,0.0003345939273394575,0.00040306037440041373,0.0006077937945652004
82,0.0002135081079538187,0.0002995618028905638,0.0005981706183064983
83,0.021256896276349097,0.01921270309201871,0.005218684945080669
84,0.00012042657692619592,0.0001785000933900368,0.00035390511653473445
85,0.0008331049995019705,0.0007991100397926276,0.00501283932595168
86,0.0008434308336854133,3.620523377860576e-05,0.0004923758112598697
87,0.00044100801853272636,0.000527212486213867,0.000741587586615279
88,0.0003603087612528796,0.0004903291440953585,0.0008036864235661358
89,0.00076030360802226,0.0021553218217889854,0.0013154979321839033
90,0.002672081742060709,0.022002066321336222,0.02335171939976897
91,0.00024303320217208076,0.00015858473221009266,0.00011297498817323502
92,0.00038987457123593883,0.0005404329530376698,0.0011345844589376456
93,0.0004638358235418937,0.0005771610806887713,0.0008590764571893353
94,0.0003503147173914225,0.0003483091100887972,0.0003690323386879525
95,0.00024808350924634633,0.001147221425400562,0.052900992150603496
96,0.001117196397509276,0.06491157664412085,0.0015535766373770826
97,0.00029802110516075726,0.0002930750014862061,0.00032630634810844404
98,0.0006813248252468401,0.0011690152714539524,0.0028446948042893097
99,0.0009601163164429069,0.0005498606895589998,0.001719960711859205
100,0.00037911356570315754,0.00047967650934039105,0.0006878285251604583
101,0.002805808384228578,0.00034130386918984623,0.0006087333229987258
102,0.00043916391087987355,0.00042304628121171705,0.0005608530493153114
103,0.0002549475307283485,0.00035466210801870927,0.003418770239700024
104,0.002120018251810963,0.00039252135083299596,0.0008455488980710081
105,0.0004343441518963183,0.0002708433235005905,0.00013092173059237524
106,0.0002815777905170009,0.0003218333985829356,0.00040881021208397165
107,0.00666195986163415,0.0007422419527132254,0.0023773796776742216
108,0.0003702322693465188,0.0003472438464864057,0.0003723623058082029
109,0.004186665721625684,0.00042988018951130606,0.0005585236754147638
110,0.04088962396469635,0.004945928614576428,0.0009559524878392384
111,0.00017524634055371982,5.395838426464629e-05,0.0008540034892705381
112,0.0036699273481540823,0.033321209807520194,0.0339200220320543
113,2.573554460968824e-05,0.0001216472646821109,4.649882321773438e-06
114,0.0001021433649784511,0.0008448341756004346,0.00030478548816085507
115,0.0016287919074623486,0.04717402171166394,0.004462425270081671
116,4.0562525957496504e-05,5.689222509846897e-05,0.056727228041068334
117,0.00019200600372775863,0.00025369096373647744,0.00038653736716516725
118,0.0028856585545455416,0.022447090109765106,0.023310230804178978
119,0.01383501971705278,0.03282136655291785,0.002112702271942062
120,0.004766846738022164,0.04733570405375017,0.0022056130156852733
121,0.0013516324779858267,0.008252573717200338,0.04134928757838776
122,0.002141662020607335,0.002841376656001751,0.0035064377520339293
123,0.000494354572517934,0.0013539575551205318,0.05555233827425409
124,0.00019732940391436403,0.00023936376957050745,0.0011326788756678835
125,0.00040389730447024785,0.000530792450435407,0.0023121915122144665
126,0.000469426753494387,0.00031455958854012083,0.0004813740880575263
127,0.0023753103671140057,0.000759684210718086,0.0009774369736655494
128,0.0018903902050055599,0.00035725493953650767,0.000623774548245889
129,0.002710131778256723,0.00020488467778439996,0.00025649013863806403
130,0.0003355849794054195,0.0005021936151464548,0.0008905587496817412
131,9.397607214323947e-06,1.9677370215656757e-05,4.75013603631701e-05
132,7.527465563955844e-05,0.0003180681939188729,0.0010343208056887308
133,0.000998240862584385,0.0004568198137766161,0.0004889325751982512
134,3.576197474597975e-05,5.568531798732156e-05,0.0015171515545645963
135,0.0003221951027985153,0.002718993973564936,0.0005731526571568597
136,0.0008897425881424001,0.0017976306013836219,0.009813507008636818
137,0.00028256507937192985,0.0003285274248233904,0.0004276483372530399
138,3.870378282011748e-05,4.5148997375081594e-05,8.00905033301845e-05
139,0.00040098673352057673,0.0004915813517816227,0.0006989950197455538
140,0.00011689537793820894,0.0003050413687621698,0.0005502718118655005
141,0.05050523517919237,0.00618055719862966,0.0004652495571605984
142,0.0005034165884447099,0.0007010161917784464,0.0032586014759948523
143,0.00011340160651165409,0.00014463415720327764,0.00021128950566372942
144,2.9499292448506814e-05,3.2285994036920336e-05,0.0019433525624255737
145,0.0579631627166228,4.4716834310923194e-05,1.939579691123273e-05
146,0.00031838970788481563,0.00016399013058654343,4.7318847521864514e-05
147,0.0015587153487106502,0.0037358321581547273,0.031067061468810934
148,0.0019980957123139887,0.0003413438170903515,0.00021555863626597773
149,0.003187269049128449,0.03098688848003595,0.014063867976588509
150,0.010040140686339256,0.04213317077249932,0.004896981855452285
151,0.026481335795179462,0.006943989477657802,0.0020674177368661356
152,0.0038142876488897527,0.001803377753349281,0.0006119224941492925
153,5.289330853385447e-05,3.4319736970124786e-05,3.0198631214927604e-05
154,0.00035589244468957684,0.00043961540742101096,0.0006225434940664086
155,0.00036721342384927444,0.0004426678185856101,0.0006261491160815083
156,0.00010018847179165664,0.001050651152796402,2.4359643905529623e-05
157,3.3640830137414704e-05,4.048786875409443e-05,5.6360789785347896e-05
