,x_14,y_14,x_15,y_15,x_16,y_16
181,-2.253715614427815,-46.11463774153805,-2.253715614427815,-34.26008242085902,-2.253715614427815,-39.35818794225484
182,-2.2519516281779355,-39.42105679603195,-2.2519516281779355,-42.24032028243074,-2.2519516281779355,-32.57986771486194
183,-2.2486240714901644,-38.96427421054629,-2.2486240714901644,-35.9050689415226,-2.2486240714901644,-27.4874257800497
184,-2.247809434634229,-44.90035335540049,-2.247809434634229,-39.29332354631785,-2.247809434634229,-34.345775462241036
185,-2.247533445051632,-36.46212423051521,-2.247533445051632,-45.08354185386953,-2.247533445051632,-36.33202071692503
186,-2.2450254072794102,-37.43016147636757,-2.2450254072794102,-34.320751662750894,-2.2450254072794102,-37.2480895365031
187,-2.2447529278516507,-37.436369883628444,-2.2447529278516507,-35.275526979755654,-2.2447529278516507,-31.826119545692823
188,-2.244622286704402,-29.338962439080674,-2.244622286704402,-46.76861149273695,-2.244622286704402,-35.518470311999664
189,-2.2429379943004064,-42.90565224788058,-2.2429379943004064,-39.785857343430294,-2.2429379943004064,-33.44555580830474
190,-2.241901942554365,-32.513995335954576,-2.241901942554365,-23.335990109397507,-2.241901942554365,-33.47015611008415
191,-2.2391953956294257,-36.59928130278384,-2.2391953956294257,-33.8044684119435,-2.2391953956294257,-29.926819516815222
192,-2.2385040383649057,-27.546681827789836,-2.2385040383649057,-43.441125654001226,-2.2385040383649057,-32.890782093272776
193,-2.236397887097345,-35.80860260572883,-2.236397887097345,-30.34998671545601,-2.236397887097345,-29.70299706793409
194,-2.2357590586040774,-33.73600575526006,-2.2357590586040774,-31.616417628383402,-2.2357590586040774,-28.20743364193667
195,-2.234451016724395,-47.547791769183206,-2.234451016724395,-33.52035145058188,-2.234451016724395,-28.932904891494932
196,-2.228211264868935,-38.2241297290224,-2.228211264868935,-33.17597377323877,-2.228211264868935,-28.02845491722826
197,-2.228115175655141,-30.131761909288155,-2.228115175655141,-32.51920025284007,-2.228115175655141,-27.61963759770915
198,-2.227862741472113,-34.56150963121227,-2.227862741472113,-31.530745867716714,-2.227862741472113,-27.472468453835983
199,-2.227106766119756,-33.475089434138866,-2.227106766119756,-31.128135437599788,-2.227106766119756,-27.357759090954637
200,-2.2264910880601776,-24.674671703659815,-2.2264910880601776,-32.50336470655489,-2.2264910880601776,-28.050802905040534
201,-2.2261933110832173,-22.278796599934672,-2.2261933110832173,-32.06898492498724,-2.2261933110832173,-27.66551688490471
202,-2.225354292011909,-26.043862792362837,-2.225354292011909,-29.954324624543304,-2.225354292011909,-27.331845499012935
203,-2.2247274348378867,-31.854451907603234,-2.2247274348378867,-29.69545971843871,-2.2247274348378867,-26.17059990856079
204,-2.2246877973644947,-32.78741652111571,-2.2246877973644947,-30.549244630193876,-2.2246877973644947,-26.87593442096073
205,-2.222558421913136,-30.439828833667228,-2.222558421913136,-28.12371313418766,-2.222558421913136,-26.358208461458034
206,-2.2213951578432374,-33.84148104759332,-2.2213951578432374,-31.04496724048481,-2.2213951578432374,-26.916511067498053
207,-2.2197502371344005,-30.155274269663437,-2.2197502371344005,-33.487046747616645,-2.2197502371344005,-27.410506072995044
208,-2.2194494164486476,-43.12518179493856,-2.2194494164486476,-34.651998668435674,-2.2194494164486476,-28.321217976666027
209,-2.216866730044103,-30.325166767480013,-2.216866730044103,-22.93193808444796,-2.216866730044103,-28.25723564214134
210,-2.213595676008138,-31.60317847465704,-2.213595676008138,-29.28480569573928,-2.213595676008138,-25.444403154034188
211,-2.2119179292702826,-21.757465750686443,-2.2119179292702826,-31.236424495312974,-2.2119179292702826,-26.220785073416735
212,-2.2098906058924754,-30.697352706578783,-2.2098906058924754,-28.43728135568423,-2.2098906058924754,-24.52486261991565
213,-2.2078314380959925,-31.22935790156244,-2.2078314380959925,-28.806711209176868,-2.2078314380959925,-24.783718851050306
214,-2.2050707267451948,-32.97857871381838,-2.2050707267451948,-28.1579341101695,-2.2050707267451948,-27.314564509908237
215,-2.2031304819666033,-30.562531764448835,-2.2031304819666033,-27.636188563849423,-2.2031304819666033,-21.710318835010064
216,-2.202873279464702,-31.487428006594442,-2.202873279464702,-29.055489527035423,-2.202873279464702,-24.46561578574322
217,-2.20186939529973,-31.395469119052635,-2.20186939529973,-28.95671030395924,-2.20186939529973,-24.85489741578942
218,-2.199360880075797,-29.31351123768313,-2.199360880075797,-26.500833017836257,-2.199360880075797,-21.07093952943511
219,-2.1989225034788547,-26.672259458833466,-2.1989225034788547,-25.44945410253312,-2.1989225034788547,-24.538970660615945
220,-2.197716817750479,-28.096858461084537,-2.197716817750479,-25.796164193359385,-2.197716817750479,-25.22363690570061
221,-2.1955005316552096,-30.591601895871214,-2.1955005316552096,-28.160692630623064,-2.1955005316552096,-24.104668287605058
222,-2.192296367198108,-32.618288439258755,-2.192296367198108,-26.394518313205445,-2.192296367198108,-25.057759048077806
223,-2.1915423424595843,-33.681352656223055,-2.1915423424595843,-30.306684982268486,-2.1915423424595843,-24.89226259270486
224,-2.190707220381721,-30.274845028720478,-2.190707220381721,-27.650143543007037,-2.190707220381721,-23.196436890940376
225,-2.189878097570105,-22.63171663397074,-2.189878097570105,-28.30211787429719,-2.189878097570105,-25.022319577221467
226,-2.1897460440304055,-31.64355493390957,-2.1897460440304055,-29.475165575401313,-2.1897460440304055,-25.114946282347855
227,-2.187505749520139,-32.322877518339666,-2.187505749520139,-26.325261228249563,-2.187505749520139,-26.04243604952393
228,-2.187476283988998,-30.458817222711776,-2.187476283988998,-27.42890315106076,-2.187476283988998,-20.07733440665544
229,-2.1873535895314964,-32.34377132028576,-2.1873535895314964,-29.940920756444353,-2.1873535895314964,-21.449908195020004
230,-2.184564556263078,-32.23940023323678,-2.184564556263078,-29.718457422077616,-2.184564556263078,-25.369514583741687
231,-2.180062790397983,-31.797324449345197,-2.180062790397983,-21.76112714230952,-2.180062790397983,-25.601231232304308
232,-2.1796460990997435,-31.394541767811898,-2.1796460990997435,-28.592123422194888,-2.1796460990997435,-22.793107138113655
233,-2.17946807392936,-25.139479517173037,-2.17946807392936,-29.707151734886107,-2.17946807392936,-25.98543813569497
234,-2.175457108892014,-24.332892495643662,-2.175457108892014,-29.971586423078165,-2.175457108892014,-26.00431227911588
235,-2.1736953825986687,-34.151863165216355,-2.1736953825986687,-31.579449480902582,-2.1736953825986687,-26.998124950268316
236,-2.173608741330351,-32.709357429169245,-2.173608741330351,-30.38143278540816,-2.173608741330351,-26.125050252912196
237,-2.1723273505627185,-33.45398371755283,-2.1723273505627185,-30.92578697140986,-2.1723273505627185,-26.477224552855198
238,-2.1722602996529816,-33.98638792701909,-2.1722602996529816,-31.457185513822694,-2.1722602996529816,-26.934430404908518
239,-2.1716326970137536,-29.853214136022753,-2.1716326970137536,-31.97478296576401,-2.1716326970137536,-27.151217495882555
